Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
2,FEn17w09D02.3.JPG,69.075,43.39,104.192,0.211,Eph.Leptophlebiidae,D02,
3,FEn17w09D02.3.JPG,75.125,46.091,134.151,0.269,Eph.Heptageniidae,D02,
4,FEn17w09D02.3.JPG,39.725,10.623,121,0.24,Eph.Heptageniidae,D02,
5,FEn17w09D02.3.JPG,92.999,62.354,125.808,0.697,Dip.ChironomidaeL,D02,
6,FEn17w09D02.3.JPG,79.774,27.472,129.942,0.495,Dip.ChironomidaeL,D02,
7,FEn17w09D02.3.JPG,59.306,33.309,97.91,0.216,Dip.ChironomidaeL,D02,
8,FEn17w09D02.3.JPG,94.836,61.194,136.366,0.425,Dip.Ceratopogonidae,D02,
1,FEn17w09D02.4.JPG,67.696,37.574,97.596,0.272,Eph.Heptageniidae,D02,
2,FEn17w09D02.4.JPG,60.278,23.92,87.75,0.227,Eph.Heptageniidae,D02,
3,FEn17w09D02.4.JPG,49.404,18.64,88.747,0.231,Eph.Heptageniidae,D02,
4,FEn17w09D02.4.JPG,63.018,21.917,91.829,0.296,Eph.Heptageniidae,D02,
5,FEn17w09D02.4.JPG,85.564,35.333,129.338,0.454,Dip.ChironomidaeL,D02,
6,FEn17w09D02.4.JPG,112.179,87.067,130.702,0.193,Dip.ChironomidaeL,D02,
7,FEn17w09D02.4.JPG,94.955,69.08,119.228,0.343,Dip.Ceratopogonidae,D02,
8,FEn17w09D02.4.JPG,49.816,26.13,116.139,0.364,Col.ElmL,D02,
1,FEn17w09D04.1.JPG,35.121,9.667,59.333,0.781,Eph.Heptageniidae,D04,
2,FEn17w09D04.1.JPG,41.487,24.404,87.29,0.667,Eph.Heptageniidae,D04,
3,FEn17w09D04.1.JPG,27.99,9.916,103.666,0.996,Megaloptera.miscM,D04,
4,FEn17w09D04.1.JPG,104.066,75.019,120.271,0.303,Dip.ChironomidaeL,D04,
5,FEn17w09D04.1.JPG,71.471,41.349,121.9,0.327,Dip.ChironomidaeL,D04,
6,FEn17w09D04.1.JPG,89.981,62.087,112.675,0.502,Dip.ChironomidaeL,D04,
7,FEn17w09D04.1.JPG,93.061,61.97,127.364,0.262,Col.ElmL,D04,
8,FEn17w09D04.1.JPG,38.831,24,102.577,0.553,Col.ElmL,D04,
1,FEn17w09D04.1.JPG,92.404,63.105,129.802,0.218,Oligochaeta.misc,D04,
2,FEn17w09D04.2.JPG,45.792,14,77.333,0.466,Col.Psephenidae,D04,
3,FEn17w09D04.2.JPG,55.158,21.863,127.044,0.548,Eph.Heptageniidae,D04,
4,FEn17w09D04.2.JPG,47.014,23.079,85.589,0.608,Col.ElmL,D04,
5,FEn17w09D04.2.JPG,56.141,31.235,148.667,0.495,Col.ElmL,D04,
6,FEn17w09D04.2.JPG,80.859,47.569,143.744,0.622,Col.ElmL,D04,
7,FEn17w09D04.2.JPG,117.957,39.568,156.173,0.145,Col.ElmL,D04,
8,FEn17w09D04.2.JPG,115.079,48.725,152,0.389,Dip.ChironomidaeL,D04,
9,FEn17w09D04.2.JPG,121.759,55.109,152.611,0.265,Tri.Polycentropidae,D04,
1,FEn17w09D04.3.JPG,53.425,26.217,131.69,0.607,Eph.Heptageniidae,D04,
2,FEn17w09D04.3.JPG,73.359,36.75,121.069,0.263,Eph.Heptageniidae,D04,
3,FEn17w09D04.3.JPG,89.374,38.269,122,0.228,Eph.Heptageniidae,D04,
4,FEn17w09D04.3.JPG,96.976,77.097,131.741,0.411,Dip.ChironomidaeL,D04,
5,FEn17w09D04.3.JPG,92.28,47.772,129.333,0.512,Dip.ChironomidaeL,D04,
6,FEn17w09D04.3.JPG,80.194,31.658,126.617,0.599,Dip.ChironomidaeL,D04,
7,FEn17w09D04.3.JPG,50.812,25.811,119.23,0.645,Col.ElmL,D04,
1,FEn17w09D04.4.JPG,47.427,14.447,80.742,0.101,Eph.Heptageniidae,D04,
2,FEn17w09D04.4.JPG,65.23,32.085,106.667,0.295,Eph.Heptageniidae,D04,
3,FEn17w09D04.4.JPG,54.755,19.723,114.359,0.2,Eph.Heptageniidae,D04,
4,FEn17w09D04.4.JPG,42.408,11.667,104.837,0.335,Eph.Heptageniidae,D04,
5,FEn17w09D04.4.JPG,63.437,24.803,84.662,0.365,Eph.Heptageniidae,D04,
6,FEn17w09D04.4.JPG,66.033,39.414,99.756,0.161,Eph.Heptageniidae,D04,
7,FEn17w09D04.4.JPG,71.535,37.333,107.969,0.624,Dip.ChironomidaeL,D04,
8,FEn17w09D04.4.JPG,71.115,34.572,124.986,0.353,Dip.ChironomidaeL,D04,
9,FEn17w09D04.4.JPG,80.894,66.866,101,0.326,Col.ElmL,D04,
10,FEn17w09D04.4.JPG,43.084,28.071,107.402,0.616,Col.ElmL,D04,
11,FEn17w09D04.4.JPG,89.356,24.4,124.194,0.586,Tri.Polycentropidae,D04,
1,FEn17w09D04.5.JPG,81.273,32.44,129.477,0.176,Eph.Heptageniidae,D04,
2,FEn17w09D04.5.JPG,60.192,29.781,123,0.177,Eph.Heptageniidae,D04,
3,FEn17w09D04.5.JPG,105.226,57.403,134.563,0.369,Tri.Polycentropidae,D04,
4,FEn17w09D04.5.JPG,113.541,85.768,136.519,0.207,Oligochaeta.misc,D04,
1,FEn17w09A03.1.JPG,105.493,30.977,139.09,0.457,Dip.ChironomidaeL,A03,
2,FEn17w09A03.1.JPG,88.11,50.604,131.745,0.442,Dip.ChironomidaeL,A03,
3,FEn17w09A03.1.JPG,111.705,80.429,134.823,0.284,Dip.ChironomidaeL,A03,
4,FEn17w09A03.1.JPG,70.099,48.817,94.931,0.638,Dip.ChironomidaeL,A03,
5,FEn17w09A03.1.JPG,33.934,11,82.761,0.31,Dip.Other,A03,
6,FEn17w09A03.1.JPG,84.673,40.667,116.394,1.1,Dip.ChironomidaeL,A03,
7,FEn17w09A03.1.JPG,82.182,35.93,107.894,0.502,Col.ElmL,A03,
8,FEn17w09A03.1.JPG,67.58,42.791,135.231,0.554,Col.ElmL,A03,
9,FEn17w09A03.1.JPG,90.731,45.302,142.906,0.539,Col.ElmL,A03,
10,FEn17w09A03.1.JPG,68.689,51.732,133.791,0.682,Col.ElmL,A03,
11,FEn17w09A03.1.JPG,48.147,25.69,113.75,0.659,Col.ElmL,A03,
12,FEn17w09A03.1.JPG,75.169,49.636,131.899,0.655,Dip.ChironomidaeL,A03,
1,FEn17w09A05.1.JPG,65.263,49.156,96.333,0.567,Dip.ChironomidaeL,A05,
2,FEn17w09A05.1.JPG,66.792,28,116.94,0.581,Dip.ChironomidaeL,A05,
3,FEn17w09A05.1.JPG,68.572,25.683,107.077,0.425,Dip.ChironomidaeL,A05,
4,FEn17w09A05.1.JPG,89.838,44.896,133.227,0.41,Dip.ChironomidaeL,A05,
5,FEn17w09A05.1.JPG,76.075,28.667,120.318,0.254,Dip.ChironomidaeL,A05,
6,FEn17w09A05.1.JPG,48.998,26.667,66.667,0.586,Tri.Polycentropidae,A05,
7,FEn17w09A05.1.JPG,60.534,50.834,68.791,0.146,Eph.Leptophlebiidae,A05,
1,FEn17w09A05.1.JPG,58.114,39.513,68.596,0.372,Tri.Polycentropidae,A05,
2,FEn17w09A05.1.JPG,25.332,13,97.625,0.444,Col.ElmL,A05,
3,FEn17w09A05.1.JPG,36.266,11.416,117.473,0.46,Col.ElmL,A05,
4,FEn17w09A05.1.JPG,50.651,25.323,73.997,0.703,Col.ElmL,A05,
5,FEn17w09A05.1.JPG,36.538,21.729,109.778,0.646,Col.ElmL,A05,
6,FEn17w09A05.1.JPG,80.147,25.443,116.308,0.299,Eph.Heptageniidae,A05,
1,FEn17w09A06.1.JPG,43.906,21.607,94.002,0.537,Od.Damselflies,A06,
2,FEn17w09A06.1.JPG,49.623,28.65,115.468,0.856,Od.Damselflies,A06,
3,FEn17w09A06.1.JPG,70.558,39.607,110.861,0.416,Eph.Heptageniidae,A06,
4,FEn17w09A06.1.JPG,74.534,40.277,107.435,0.291,Eph.Heptageniidae,A06,
5,FEn17w09A06.1.JPG,70.494,24.633,99.625,0.345,Eph.Heptageniidae,A06,
6,FEn17w09A06.1.JPG,75.896,26.775,123.87,0.528,Eph.Heptageniidae,A06,
7,FEn17w09A06.1.JPG,24.304,11.714,85.808,0.263,Col.ElmA,A06,
1,FEn17w09A06.1.JPG,63.884,33.827,118.29,0.61,Col.ElmL,A06,
2,FEn17w09A06.1.JPG,91.34,42.333,124.515,0.582,Dip.ChironomidaeL,A06,
3,FEn17w09A06.1.JPG,75.17,47.343,120.055,0.822,Dip.ChironomidaeL,A06,
4,FEn17w09A06.1.JPG,73.403,50,126,0.165,Eph.Leptophlebiidae,A06,
1,FEn17w09A06.2.JPG,30.72,20.333,63.68,0.482,Col.ElmL,A06,
2,FEn17w09A06.2.JPG,93.146,65.31,111.667,0.261,Dip.ChironomidaeL,A06,
3,FEn17w09A06.2.JPG,82.422,46.332,131.333,0.243,Dip.ChironomidaeL,A06,
4,FEn17w09A06.2.JPG,59.21,39.726,69.729,0.525,Dip.ChironomidaeL,A06,
5,FEn17w09A06.2.JPG,68.514,31.928,124.754,0.464,Tri.Polycentropidae,A06,
6,FEn17w09A06.2.JPG,55.543,36.294,63.467,0.451,Tri.Polycentropidae,A06,
7,FEn17w09A06.2.JPG,42.253,13.029,94.667,0.562,Eph.Leptophlebiidae,A06,
8,FEn17w09A06.2.JPG,23.181,6.977,194.615,1.782,Od.Damselflies,A06,
1,FEn17w09A09.1.JPG,35.157,23.962,110.153,0.581,Col.ElmL,A09,
2,FEn17w09A09.1.JPG,66.775,18.853,117.637,0.522,Col.ElmL,A09,
3,FEn17w09A09.1.JPG,49.961,40.197,63.581,0.438,Col.ElmL,A09,
4,FEn17w09A09.1.JPG,78.724,48.415,103.339,0.42,Col.ElmL,A09,
5,FEn17w09A09.1.JPG,35.023,14.624,65.805,0.591,Col.ElmL,A09,
6,FEn17w09A09.1.JPG,81.623,49.98,108.851,0.582,Dip.ChironomidaeL,A09,
7,FEn17w09A09.1.JPG,83.154,41.186,107.349,0.578,Dip.ChironomidaeL,A09,
8,FEn17w09A09.1.JPG,83.111,50.041,103.96,0.353,Dip.ChironomidaeL,A09,
9,FEn17w09A09.1.JPG,94.733,57.956,128.1,0.511,Dip.ChironomidaeL,A09,
10,FEn17w09A09.1.JPG,90.024,56.333,117.537,0.3,Dip.ChironomidaeL,A09,
11,FEn17w09A09.1.JPG,21.668,6.753,139,0.364,Col.ElmA,A09,
12,FEn17w09A09.1.JPG,36.199,16.333,77.347,0.668,Eph.Heptageniidae,A09,
1,FEn17w09A06.3.JPG,104.266,78.067,136.819,0.602,Dip.ChironomidaeL,A06,
2,FEn17w09A06.3.JPG,102.302,53.101,133.674,0.348,Dip.ChironomidaeL,A06,
3,FEn17w09A06.3.JPG,108.5,42.575,133.983,0.744,Tri.Polycentropidae,A06,
4,FEn17w09A06.3.JPG,75.757,48.788,142.106,0.167,Eph.Heptageniidae,A06,
1,FEn17w09A06.4.JPG,95.009,77.229,125,0.11,Dip.ChironomidaeL,A06,
2,FEn17w09A06.4.JPG,60.624,32.668,84.413,0.506,Dip.ChironomidaeL,A06,
3,FEn17w09A06.4.JPG,66.204,40.552,76.447,0.235,Dip.ChironomidaeL,A06,
4,FEn17w09A06.4.JPG,53.424,26.418,73.414,0.631,Dip.ChironomidaeL,A06,
5,FEn17w09A06.4.JPG,87.729,28.041,145.811,0.292,Dip.ChironomidaeL,A06,
6,FEn17w09A06.4.JPG,48.107,15.682,138.058,0.427,Col.ElmL,A06,
7,FEn17w09A06.4.JPG,36.747,17.522,69.333,0.489,Col.Psephenidae,A06,
1,FEn17w09A06.4.JPG,70.786,39.025,119.5,0.087,Eph.Heptageniidae,A06,
2,FEn17w09A06.4.JPG,67.527,22.308,109.8,0.179,Eph.Heptageniidae,A06,
3,FEn17w09A06.4.JPG,52.616,21.187,88.098,0.287,Eph.Heptageniidae,A06,
4,FEn17w09A06.4.JPG,37.276,20.667,74.667,0.333,Eph.Heptageniidae,A06,
5,FEn17w09A06.4.JPG,69.826,25.921,129.333,0.296,Eph.Heptageniidae,A06,
6,FEn17w09A06.4.JPG,38.329,17.378,117,0.656,Eph.Heptageniidae,A06,
1,FEn17w09A09.2.JPG,108.005,71.129,133.285,0.428,Dip.ChironomidaeL,A09,
2,FEn17w09A09.2.JPG,93.795,67.537,111.588,0.417,Dip.ChironomidaeL,A09,
3,FEn17w09A09.2.JPG,90.605,44.675,143.213,0.508,Dip.ChironomidaeL,A09,
4,FEn17w09A09.2.JPG,101.22,74.371,123.667,0.302,Dip.ChironomidaeL,A09,
5,FEn17w09A09.2.JPG,64.172,55.054,75.979,0.269,Dip.ChironomidaeL,A09,
6,FEn17w09A09.2.JPG,73.198,49.992,88.806,0.33,Dip.ChironomidaeL,A09,
7,FEn17w09A09.2.JPG,81.603,46.097,110.333,0.415,Dip.ChironomidaeL,A09,
8,FEn17w09A09.2.JPG,90.088,45.987,132,0.696,Tri.Polycentropidae,A09,
9,FEn17w09A09.2.JPG,90.699,49.476,128,0.568,Tri.Polycentropidae,A09,
10,FEn17w09A09.2.JPG,44.665,27.882,114.765,0.623,Col.ElmL,A09,
11,FEn17w09A09.2.JPG,41.019,25.358,69.033,0.612,Col.ElmL,A09,
12,FEn17w09A09.2.JPG,45.536,15.176,100.667,0.681,Col.ElmL,A09,
1,FEn17w09A09.2.JPG,49.767,13.814,95.605,0.559,Eph.Heptageniidae,A09,
2,FEn17w09A09.2.JPG,61.584,27.335,80.888,0.54,Eph.Heptageniidae,A09,
3,FEn17w09A09.2.JPG,34.284,10.967,58.437,0.577,Eph.Leptophlebiidae,A09,
4,FEn17w09A09.2.JPG,21.082,10.354,88.742,0.206,Col.ElmA,A09,
1,FEn17w09A10.1.JPG,119.441,21.084,147.982,0.931,Dip.ChironomidaeL,A10,
2,FEn17w09A10.1.JPG,81.44,71.316,93.568,0.329,Dip.ChironomidaeL,A10,
3,FEn17w09A10.1.JPG,72.43,50.99,87.533,0.244,Dip.ChironomidaeL,A10,
4,FEn17w09A10.1.JPG,114.587,49.148,136.204,0.234,Dip.ChironomidaeL,A10,
5,FEn17w09A10.1.JPG,119.707,59.574,149.446,0.319,Dip.ChironomidaeL,A10,
6,FEn17w09A10.1.JPG,78.834,38.134,153.601,0.405,Dip.ChironomidaeL,A10,
7,FEn17w09A10.1.JPG,57.417,33.149,71.826,0.411,Dip.ChironomidaeL,A10,
10,FEn17w09A10.1.JPG,75.85,67.438,91.887,0.191,Dip.ChironomidaeL,A10,
11,FEn17w09A10.1.JPG,59.203,41.403,73.508,0.544,Tri.Polycentropidae,A10,
1,FEn17w09A10.1.JPG,95.209,58.031,120.817,0.299,Eph.Heptageniidae,A10,
2,FEn17w09A10.1.JPG,83.258,24.2,135.97,0.188,Eph.Heptageniidae,A10,
3,FEn17w09A10.1.JPG,31.354,17.318,52.085,0.294,Eph.Heptageniidae,A10,
4,FEn17w09A10.1.JPG,75.154,18.352,155.54,0.329,Eph.Heptageniidae,A10,
5,FEn17w09A10.1.JPG,90.859,13.487,128.154,0.316,Eph.Heptageniidae,A10,
6,FEn17w09A10.1.JPG,55.441,24.445,76.249,0.476,Eph.Heptageniidae,A10,
7,FEn17w09A10.1.JPG,63.866,38.411,79.025,0.42,Eph.Heptageniidae,A10,
8,FEn17w09A10.1.JPG,54.557,34.302,124,0.426,Eph.Heptageniidae,A10,
9,FEn17w09A10.1.JPG,92.44,17.938,157.846,0.879,Eph.Polymitarcyidae,A10,
10,FEn17w09A10.1.JPG,27.205,8.371,102.493,0.796,Od.Damselflies,A10,
11,FEn17w09A10.1.JPG,39.587,20.232,115.473,0.43,Col.Psephenidae,A10,
1,FEn17w09A10.2.JPG,70.017,20.434,127.5,0.184,Eph.Heptageniidae,A10,
2,FEn17w09A10.2.JPG,45.357,18.863,61.009,0.341,Eph.Heptageniidae,A10,
3,FEn17w09A10.2.JPG,46.941,18.919,139.997,0.812,Eph.Heptageniidae,A10,
4,FEn17w09A10.2.JPG,64.592,32.664,70.975,0.339,Eph.Heptageniidae,A10,
5,FEn17w09A10.2.JPG,48.042,4.567,113.586,0.572,Eph.Heptageniidae,A10,
6,FEn17w09A10.2.JPG,39.626,11.639,58.624,0.308,Eph.Heptageniidae,A10,
7,FEn17w09A10.2.JPG,98.707,52.691,118.876,0.32,Eph.Heptageniidae,A10,
8,FEn17w09A10.2.JPG,71.818,12,120.965,0.421,Eph.Heptageniidae,A10,
9,FEn17w09A10.2.JPG,66.272,35.057,126.393,0.212,Eph.Heptageniidae,A10,
10,FEn17w09A10.2.JPG,87.229,28.618,130,0.192,Eph.Heptageniidae,A10,
11,FEn17w09A10.2.JPG,55.01,28.018,99.45,0.193,Eph.Heptageniidae,A10,
12,FEn17w09A10.2.JPG,52.513,21.248,118.017,0.522,Eph.Heptageniidae,A10,
1,FEn17w09A10.2.JPG,105.243,79.756,140.098,0.467,Dip.ChironomidaeL,A10,
2,FEn17w09A10.2.JPG,51.369,31.837,79.541,0.457,Dip.ChironomidaeL,A10,
3,FEn17w09A10.2.JPG,65.506,38.717,86.22,0.297,Dip.ChironomidaeL,A10,
4,FEn17w09A10.2.JPG,110.223,72.953,129.988,0.196,Dip.ChironomidaeL,A10,
5,FEn17w09A10.2.JPG,97.062,43.896,123.151,0.373,Dip.ChironomidaeL,A10,
6,FEn17w09A10.2.JPG,95.414,39.389,129.936,0.337,Dip.ChironomidaeL,A10,
7,FEn17w09A10.2.JPG,130.733,100.299,142.734,0.266,Dip.ChironomidaeL,A10,
8,FEn17w09A10.2.JPG,102.853,56.227,140.521,0.49,Col.ElmL,A10,
9,FEn17w09A10.2.JPG,76.982,58.128,110.912,0.42,Col.ElmL,A10,
10,FEn17w09A10.2.JPG,35.239,11.018,105.471,0.467,Tri.Polycentropidae,A10,
1,FEn17w09A10.3.JPG,88.915,48.863,199.917,1.288,Megaloptera.miscM,A10,
2,FEn17w09A10.3.JPG,45.938,26.996,89,0.415,Od.Damselflies,A10,
3,FEn17w09A10.3.JPG,33.838,9.667,176.278,0.451,Od.Damselflies,A10,
4,FEn17w09A10.3.JPG,90.731,72.305,140.333,0.193,Eph.Trcorythidae,A10,
5,FEn17w09A10.3.JPG,53.485,29.298,120.019,0.564,Col.ElmL,A10,
6,FEn17w09A10.3.JPG,98.293,21.173,149.111,0.523,Col.ElmL,A10,
7,FEn17w09A10.3.JPG,62.299,33.667,126.194,0.596,Col.ElmL,A10,
8,FEn17w09A10.3.JPG,55.815,41.101,68.667,0.27,Eph.Heptageniidae,A10,
9,FEn17w09A10.3.JPG,51.938,27.571,100.213,0.245,Eph.Heptageniidae,A10,
1,FEn17w09A10.3.JPG,82.163,56.953,102.955,0.526,Dip.ChironomidaeL,A10,
2,FEn17w09A10.3.JPG,83.419,54.667,93.667,0.422,Dip.ChironomidaeL,A10,
3,FEn17w09A10.3.JPG,74.518,50.651,87.495,0.35,Dip.ChironomidaeL,A10,
4,FEn17w09A10.3.JPG,109.502,73.386,134.814,0.309,Dip.ChironomidaeL,A10,
5,FEn17w09A10.3.JPG,100.467,61.1,122.869,0.437,Dip.ChironomidaeL,A10,
6,FEn17w09A10.3.JPG,80.039,30.577,129.155,0.402,Dip.Ceratopogonidae,A10,
1,FEn17w09B01.1.JPG,70.952,34.908,140.755,0.496,Col.ElmL,B01,
2,FEn17w09B01.1.JPG,65.052,24.667,139.736,0.539,Dip.ChironomidaeL,B01,
3,FEn17w09C01.1.JPG,63.597,54.731,81.981,0.247,Dip.ChironomidaeL,C01,
4,FEn17w09C01.1.JPG,48.951,20.142,74.633,0.613,Dip.ChironomidaeL,C01,
5,FEn17w09C01.1.JPG,75.784,43.075,98.333,0.413,Dip.ChironomidaeL,C01,
6,FEn17w09C01.1.JPG,86.435,42.956,134.591,0.302,Dip.ChironomidaeL,C01,
7,FEn17w09C01.1.JPG,71.991,40.333,141.333,0.63,Dip.ChironomidaeL,C01,
8,FEn17w09C01.1.JPG,62.352,40.436,79.58,0.26,Dip.ChironomidaeL,C01,
9,FEn17w09C01.1.JPG,56.438,24.511,102.725,0.723,Dip.Ceratopogonidae,C01,
1,FEn17w09C01.1.JPG,74.273,41.459,111.708,0.21,Eph.Leptophlebiidae,C01,
2,FEn17w09C01.1.JPG,38.316,11.741,77.013,0.228,Eph.Heptageniidae,C01,
3,FEn17w09C01.1.JPG,67.394,27.668,89.658,0.224,Eph.Heptageniidae,C01,
4,FEn17w09C01.1.JPG,35.798,13.711,64.281,0.653,Eph.Heptageniidae,C01,
5,FEn17w09C01.1.JPG,53.915,27.185,80.852,0.316,Eph.Myst,C01,
6,FEn17w09C01.1.JPG,35.235,19.667,57.717,0.647,Col.ElmL,C01,
7,FEn17w09C01.1.JPG,25.754,14.327,105.667,0.13,Tromb.Hydracarina,C01,
8,FEn17w09C01.1.JPG,47.923,23.669,100.581,0.705,MYSTERY,C01,
1,FEn17w09C01.2.JPG,75.495,17.333,138.333,0.838,Od.Damselflies,C01,
2,FEn17w09C01.2.JPG,70.533,24.716,164.032,0.519,Od.Damselflies,C01,
3,FEn17w09C01.2.JPG,63.536,24.109,155.984,0.644,Eph.Heptageniidae,C01,
4,FEn17w09C01.2.JPG,84.827,51.364,162.171,0.516,Eph.Heptageniidae,C01,
5,FEn17w09C01.2.JPG,126.299,86.418,167.667,0.258,Dip.ChironomidaeL,C01,
6,FEn17w09C01.2.JPG,112.996,76.221,132.312,0.32,Dip.ChironomidaeL,C01,
7,FEn17w09C01.2.JPG,131.343,119.651,140.933,0.229,Eph.Trcorythidae,C01,
8,FEn17w09C01.2.JPG,106.371,78.252,131,0.167,Eph.Trcorythidae,C01,
1,FEn17w09C01.3.JPG,50.828,19.67,133.586,0.792,Dip.ChironomidaeL,C01,
2,FEn17w09C01.3.JPG,89.769,49.257,115.579,0.45,Dip.ChironomidaeL,C01,
3,FEn17w09C01.3.JPG,84.821,56.052,128.105,0.301,Dip.ChironomidaeL,C01,
4,FEn17w09C01.3.JPG,79.52,24.142,113.468,0.286,Dip.ChironomidaeL,C01,
5,FEn17w09C01.3.JPG,56.929,24.869,88.2,0.563,Dip.ChironomidaeL,C01,
6,FEn17w09C01.3.JPG,76.954,53.333,112.6,0.345,Dip.ChironomidaeL,C01,
7,FEn17w09C01.3.JPG,71.518,52.892,78.835,0.217,Dip.ChironomidaeL,C01,
8,FEn17w09C01.3.JPG,61.845,53.656,76.981,0.338,Dip.ChironomidaeL,C01,
9,FEn17w09C01.3.JPG,31.671,15.767,80.812,0.653,Col.ElmL,C01,
10,FEn17w09C01.3.JPG,12.538,3,58.411,0.342,Col.ElmA,C01,
1,FEn17w09C01.5.JPG,85.183,41.097,102.397,0.28,Dip.ChironomidaeL,C01,
2,FEn17w09C01.5.JPG,71.59,38.974,120,0.171,Dip.ChironomidaeL,C01,
3,FEn17w09C01.5.JPG,93.596,64.723,116.777,0.394,Dip.ChironomidaeL,C01,
4,FEn17w09C01.5.JPG,88.146,62.113,119.256,0.381,Dip.ChironomidaeL,C01,
5,FEn17w09C01.5.JPG,52.676,15.929,113.997,0.161,Eph.Heptageniidae,C01,
6,FEn17w09C01.5.JPG,47.638,26.134,72.268,0.3,Eph.Heptageniidae,C01,
7,FEn17w09C01.5.JPG,76.049,26.188,134.449,0.315,Eph.Heptageniidae,C01,
8,FEn17w09C01.5.JPG,81.705,43.667,105.631,0.308,Dip.ChironomidaeP,C01,
2,FEn17w09C01.5.JPG,56.71,44.04,89.954,0.391,Dip.ChironomidaeL,C01,
1,FEn17w09C01.4.JPG,49.624,23.335,128.112,1.271,Od.Damselflies,C01,
2,FEn17w09C01.4.JPG,51.548,17.69,97.333,0.335,Od.Damselflies,C01,
3,FEn17w09C01.4.JPG,124.317,91.988,151,0.532,Dip.ChironomidaeL,C01,
4,FEn17w09C01.4.JPG,120.734,36.54,171.913,0.356,Dip.ChironomidaeL,C01,
5,FEn17w09C01.4.JPG,86.977,48.032,158.296,0.577,Col.ElmL,C01,
6,FEn17w09C01.4.JPG,137.822,66.287,168.339,0.505,Col.ElmL,C01,
7,FEn17w09C01.4.JPG,74.776,42.232,143.37,0.643,Col.ElmL,C01,
8,FEn17w09C01.4.JPG,107.606,94.192,120.019,0.188,Dip.ChironomidaeL,C01,
9,FEn17w09C01.4.JPG,119.893,31.435,153.667,0.37,Dip.ChironomidaeL,C01,
1,FEn17w09C01.4.JPG,136.624,64.408,166.89,0.567,Dip.ChironomidaeL,C01,
2,FEn17w09C01.4.JPG,114.328,40.924,141.792,0.201,MYSTERY,C01,
3,FEn17w09C01.4.JPG,87.756,61.613,150.414,0.275,MYSTERY,C01,
1,FEn17w09D03.1.JPG,46.191,15.333,177.163,1.553,Od.Damselflies,D03,
2,FEn17w09D03.1.JPG,58.229,21.052,89.518,0.47,Col.Psephenidae,D03,
3,FEn17w09D03.1.JPG,67.348,29.391,157.453,0.537,Col.Psephenidae,D03,
4,FEn17w09D03.1.JPG,62.015,28.609,110.517,1.35,Eph.Polymitarcyidae,D03,
5,FEn17w09D03.1.JPG,74.719,45.5,88.709,0.259,Od.Damselflies,D03,
6,FEn17w09D03.1.JPG,69.21,34.567,125,0.244,Eph.Heptageniidae,D03,
7,FEn17w09D03.1.JPG,70.425,46.342,87.258,0.335,Eph.Heptageniidae,D03,
8,FEn17w09D03.1.JPG,90.979,53.656,115.543,0.521,Dip.ChironomidaeL,D03,
9,FEn17w09D03.1.JPG,82.022,63.027,95.333,0.308,Dip.ChironomidaeL,D03,
1,FEn17w09D03.2.JPG,60.017,10.142,133.109,0.42,Eph.Heptageniidae,D03,
2,FEn17w09D03.2.JPG,73.291,45.025,106.757,0.313,Eph.Heptageniidae,D03,
3,FEn17w09D03.2.JPG,113.369,75.986,136,0.539,Tri.Polycentropidae,D03,
4,FEn17w09D03.2.JPG,69.652,29.976,115.611,1.266,Tri.Polycentropidae,D03,
1,FEn17w09D03.2.JPG,74.818,50.333,108.667,0.294,Dip.ChironomidaeL,D03,
2,FEn17w09D03.2.JPG,122.033,77.993,148.842,0.3,Dip.ChironomidaeL,D03,
3,FEn17w09D03.2.JPG,129.941,72.972,143.8,0.177,Dip.ChironomidaeL,D03,
4,FEn17w09D03.2.JPG,99.588,37.147,129.245,0.357,Dip.ChironomidaeL,D03,
5,FEn17w09D03.2.JPG,88.898,63.826,96.505,0.105,Dip.ChironomidaeL,D03,
6,FEn17w09D03.2.JPG,76.034,66.887,85.695,0.158,Dip.ChironomidaeL,D03,
7,FEn17w09D03.2.JPG,82.303,46.689,131.669,0.315,Dip.ChironomidaeL,D03,
8,FEn17w09D03.2.JPG,91.288,49.137,123.333,0.199,Dip.ChironomidaeL,D03,
9,FEn17w09D03.2.JPG,79.315,60.441,95.549,0.383,Dip.ChironomidaeL,D03,
10,FEn17w09D03.2.JPG,55.316,18.018,106.704,0.312,Eph.Heptageniidae,D03,
11,FEn17w09D03.2.JPG,85.619,41.222,113.91,0.307,Dip.ChironomidaeL,D03,
1,FEn17w09D03.3.JPG,40.703,13.279,159.942,0.576,Od.Damselflies,D03,
2,FEn17w09D03.3.JPG,48.453,17.997,116.529,0.46,Eph.Heptageniidae,D03,
3,FEn17w09D03.3.JPG,77.689,23.704,148.218,0.818,Col.Psephenidae,D03,
4,FEn17w09D03.3.JPG,64.319,37.104,79.429,0.285,Dip.ChironomidaeL,D03,
5,FEn17w09D03.3.JPG,92.018,59.333,130.022,0.555,Dip.ChironomidaeL,D03,
6,FEn17w09D03.3.JPG,108.944,90.006,133,0.068,Dip.ChironomidaeL,D03,
1,FEn17w09D03.4.JPG,50.253,30.124,86.537,0.927,Od.Damselflies,D03,
2,FEn17w09D03.4.JPG,77.16,36.179,123.508,0.345,Eph.Heptageniidae,D03,
